age	gender	firstHalf	final	halfPace	fullPace	secondHalf	secondHalfPace	BQ	diffPace	ID
43	M	01:43:53	03:58:43	475.801526717557	546.679389312977	02:14:50	617.557251908397	0	141.75572519084	8647
58	M	01:45:53	03:58:44	484.961832061069	546.717557251908	02:12:51	608.473282442748	0	123.511450381679	8648
48	M	01:48:00	03:58:44	494.656488549618	546.717557251908	02:10:44	598.778625954198	0	104.12213740458	8649
41	W	01:45:13	03:58:45	481.908396946565	546.75572519084	02:13:32	611.603053435114	0	129.69465648855	8650
32	M	01:42:44	03:58:45	470.534351145038	546.75572519084	02:16:01	622.977099236641	0	152.442748091603	8651
22	M	01:43:49	03:58:45	475.496183206107	546.75572519084	02:14:56	618.015267175572	0	142.519083969466	8652
42	M	01:48:55	03:58:45	498.854961832061	546.75572519084	02:09:50	594.656488549618	0	95.8015267175572	8653
58	M	01:47:57	03:58:45	494.427480916031	546.75572519084	02:10:48	599.083969465649	0	104.656488549618	8654
29	W	01:46:27	03:58:45	487.557251908397	546.75572519084	02:12:18	605.954198473282	0	118.396946564885	8655
46	M	01:42:07	03:58:45	467.709923664122	546.75572519084	02:16:38	625.801526717557	0	158.091603053435	8656
50	M	01:50:19	03:58:46	505.267175572519	546.793893129771	02:08:27	588.320610687023	0	83.0534351145039	8657
30	M	01:51:02	03:58:46	508.549618320611	546.793893129771	02:07:44	585.038167938931	0	76.4885496183206	8658
59	M	01:48:06	03:58:46	495.114503816794	546.793893129771	02:10:40	598.473282442748	0	103.358778625954	8659
36	M	01:51:01	03:58:46	508.473282442748	546.793893129771	02:07:45	585.114503816794	0	76.6412213740458	8660
26	M	01:39:42	03:58:46	456.641221374046	546.793893129771	02:19:04	636.946564885496	0	180.30534351145	8661
19	W	01:45:07	03:58:46	481.450381679389	546.793893129771	02:13:39	612.137404580153	0	130.687022900763	8662
55	M	01:48:52	03:58:46	498.625954198473	546.793893129771	02:09:54	594.961832061069	0	96.3358778625953	8663
38	M	01:32:54	03:58:46	425.496183206107	546.793893129771	02:25:52	668.091603053435	0	242.595419847328	8664
59	M	01:41:14	03:58:46	463.664122137405	546.793893129771	02:17:32	629.923664122137	0	166.259541984733	8665
42	M	01:44:15	03:58:47	477.480916030534	546.832061068702	02:14:32	616.18320610687	0	138.702290076336	8666
46	M	01:47:04	03:58:48	490.381679389313	546.870229007634	02:11:44	603.358778625954	0	112.977099236641	8667
54	M	01:46:22	03:58:48	487.175572519084	546.870229007634	02:12:26	606.564885496183	0	119.389312977099	8668
38	M	01:42:47	03:58:49	470.763358778626	546.908396946565	02:16:02	623.053435114504	0	152.290076335878	8669
46	M	01:47:29	03:58:49	492.290076335878	546.908396946565	02:11:20	601.526717557252	0	109.236641221374	8670
32	M	01:45:40	03:58:49	483.969465648855	546.908396946565	02:13:09	609.847328244275	0	125.87786259542	8671
63	M	01:49:17	03:58:50	500.534351145038	546.946564885496	02:09:33	593.358778625954	0	92.824427480916	8672
48	M	01:57:12	03:58:50	536.793893129771	546.946564885496	02:01:38	557.099236641221	0	20.3053435114504	8673
41	M	01:47:30	03:58:50	492.36641221374	546.946564885496	02:11:20	601.526717557252	0	109.160305343511	8674
44	M	01:49:27	03:58:50	501.297709923664	546.946564885496	02:09:23	592.595419847328	0	91.2977099236641	8675
45	M	01:42:29	03:58:51	469.389312977099	546.984732824428	02:16:22	624.580152671756	0	155.190839694657	8676
42	M	01:42:56	03:58:51	471.450381679389	546.984732824428	02:15:55	622.519083969466	0	151.068702290076	8677
32	W	01:46:29	03:58:51	487.709923664122	546.984732824428	02:12:22	606.259541984733	0	118.549618320611	8678
34	W	01:58:24	03:58:51	542.290076335878	546.984732824428	02:00:27	551.679389312977	0	9.38931297709928	8679
59	W	01:48:12	03:58:52	495.572519083969	547.022900763359	02:10:40	598.473282442748	1	102.900763358779	8680
25	W	01:51:17	03:58:52	509.69465648855	547.022900763359	02:07:35	584.351145038168	0	74.6564885496183	8681
46	M	01:48:29	03:58:52	496.870229007634	547.022900763359	02:10:23	597.175572519084	0	100.30534351145	8682
36	M	01:47:18	03:58:52	491.450381679389	547.022900763359	02:11:34	602.595419847328	0	111.145038167939	8683
34	M	01:50:21	03:58:52	505.419847328244	547.022900763359	02:08:31	588.625954198473	0	83.206106870229	8684
27	M	01:57:06	03:58:52	536.335877862595	547.022900763359	02:01:46	557.709923664122	0	21.3740458015267	8685
41	W	01:53:46	03:58:52	521.068702290076	547.022900763359	02:05:06	572.977099236641	0	51.9083969465649	8686
55	W	01:51:43	03:58:53	511.679389312977	547.06106870229	02:07:10	582.442748091603	1	70.763358778626	8687
37	M	01:45:33	03:58:53	483.435114503817	547.06106870229	02:13:20	610.687022900763	0	127.251908396947	8688
27	W	01:50:15	03:58:53	504.961832061069	547.06106870229	02:08:38	589.160305343511	0	84.1984732824428	8689
52	M	02:01:06	03:58:54	554.656488549618	547.099236641221	01:57:48	539.541984732824	0	-15.1145038167939	8690
42	M	02:06:06	03:58:54	577.557251908397	547.099236641221	01:52:48	516.641221374046	0	-60.9160305343512	8691
31	M	01:41:39	03:58:54	465.572519083969	547.099236641221	02:17:15	628.625954198473	0	163.053435114504	8692
42	W	01:51:22	03:58:54	510.076335877863	547.099236641221	02:07:32	584.12213740458	0	74.0458015267175	8693
54	M	01:50:16	03:58:54	505.038167938931	547.099236641221	02:08:38	589.160305343511	0	84.1221374045801	8694
44	M	01:51:07	03:58:54	508.931297709924	547.099236641221	02:07:47	585.267175572519	0	76.3358778625955	8695
39	M	01:40:48	03:58:55	461.679389312977	547.137404580153	02:18:07	632.595419847328	0	170.916030534351	8696
39	M	01:43:06	03:58:55	472.213740458015	547.137404580153	02:15:49	622.06106870229	0	149.847328244275	8697
27	M	01:50:03	03:58:55	504.045801526718	547.137404580153	02:08:52	590.229007633588	0	86.1832061068702	8698
42	M	01:56:58	03:58:55	535.725190839695	547.137404580153	02:01:57	558.549618320611	0	22.824427480916	8699
47	M	01:46:03	03:58:55	485.725190839695	547.137404580153	02:12:52	608.549618320611	0	122.824427480916	8700
39	W	01:50:44	03:58:55	507.175572519084	547.137404580153	02:08:11	587.099236641221	0	79.9236641221374	8701
60	M	01:55:52	03:58:56	530.687022900763	547.175572519084	02:03:04	563.664122137405	0	32.9770992366412	8702
25	M	01:40:48	03:58:56	461.679389312977	547.175572519084	02:18:08	632.671755725191	0	170.992366412214	8703
28	M	01:45:54	03:58:56	485.038167938931	547.175572519084	02:13:02	609.312977099237	0	124.274809160305	8704
42	M	01:40:18	03:58:56	459.389312977099	547.175572519084	02:18:38	634.961832061069	0	175.57251908397	8705
58	M	01:45:01	03:58:57	480.992366412214	547.213740458015	02:13:56	613.435114503817	0	132.442748091603	8706
49	M	01:52:17	03:58:57	514.274809160305	547.213740458015	02:06:40	580.152671755725	0	65.8778625954199	8707
42	M	01:45:39	03:58:57	483.893129770992	547.213740458015	02:13:18	610.534351145038	0	126.641221374046	8708
49	M	01:57:54	03:58:58	540	547.251908396947	02:01:04	554.503816793893	0	14.5038167938932	8709
52	M	01:43:08	03:58:58	472.36641221374	547.251908396947	02:15:50	622.137404580153	0	149.770992366412	8710
47	W	01:54:27	03:58:58	524.198473282443	547.251908396947	02:04:31	570.30534351145	0	46.1068702290077	8711
36	W	01:47:08	03:58:58	490.687022900763	547.251908396947	02:11:50	603.81679389313	0	113.129770992366	8712
26	W	01:49:54	03:58:58	503.358778625954	547.251908396947	02:09:04	591.145038167939	0	87.7862595419848	8713
42	W	01:46:28	03:58:59	487.63358778626	547.290076335878	02:12:31	606.946564885496	0	119.312977099237	8714
65	M	01:46:03	03:58:59	485.725190839695	547.290076335878	02:12:56	608.854961832061	1	123.129770992366	8715
35	M	01:56:17	03:58:59	532.595419847328	547.290076335878	02:02:42	561.984732824428	0	29.3893129770993	8716
47	M	01:54:01	03:59:00	522.213740458015	547.328244274809	02:04:59	572.442748091603	0	50.2290076335878	8717
36	M	01:55:51	03:59:00	530.610687022901	547.328244274809	02:03:09	564.045801526718	0	33.4351145038167	8718
51	M	01:48:19	03:59:00	496.106870229008	547.328244274809	02:10:41	598.549618320611	0	102.442748091603	8719
34	M	01:47:30	03:59:00	492.36641221374	547.328244274809	02:11:30	602.290076335878	0	109.923664122137	8720
28	M	01:48:20	03:59:01	496.18320610687	547.36641221374	02:10:41	598.549618320611	0	102.36641221374	8721
27	M	01:44:36	03:59:01	479.083969465649	547.36641221374	02:14:25	615.648854961832	0	136.564885496183	8722
38	M	01:47:36	03:59:01	492.824427480916	547.36641221374	02:11:25	601.908396946565	0	109.083969465649	8723
39	M	01:45:09	03:59:01	481.603053435115	547.36641221374	02:13:52	613.129770992366	0	131.526717557252	8724
27	W	01:41:57	03:59:02	466.946564885496	547.404580152672	02:17:05	627.862595419847	0	160.916030534351	8725
37	W	01:44:41	03:59:02	479.465648854962	547.404580152672	02:14:21	615.343511450382	0	135.87786259542	8726
40	M	01:45:21	03:59:03	482.519083969466	547.442748091603	02:13:42	612.36641221374	0	129.847328244275	8727
26	M	01:56:03	03:59:04	531.526717557252	547.480916030534	02:03:01	563.435114503817	0	31.9083969465649	8728
45	M	01:50:45	03:59:04	507.251908396947	547.480916030534	02:08:19	587.709923664122	0	80.4580152671755	8729
55	M	01:49:24	03:59:04	501.068702290076	547.480916030534	02:09:40	593.893129770992	0	92.824427480916	8730
44	W	01:47:35	03:59:04	492.748091603053	547.480916030534	02:11:29	602.213740458015	0	109.465648854962	8731
41	M	01:45:21	03:59:04	482.519083969466	547.480916030534	02:13:43	612.442748091603	0	129.923664122137	8732
42	M	01:51:23	03:59:04	510.152671755725	547.480916030534	02:07:41	584.809160305344	0	74.6564885496184	8733
37	M	01:50:02	03:59:05	503.969465648855	547.519083969466	02:09:03	591.068702290076	0	87.0992366412214	8734
60	M	01:46:15	03:59:05	486.641221374046	547.519083969466	02:12:50	608.396946564886	0	121.75572519084	8735
41	M	01:48:56	03:59:05	498.931297709924	547.519083969466	02:10:09	596.106870229008	0	97.175572519084	8736
39	M	01:45:00	03:59:06	480.916030534351	547.557251908397	02:14:06	614.198473282443	0	133.282442748092	8737
42	M	01:48:42	03:59:06	497.862595419847	547.557251908397	02:10:24	597.251908396947	0	99.3893129770992	8738
47	M	01:55:43	03:59:06	530	547.557251908397	02:03:23	565.114503816794	0	35.1145038167939	8739
63	M	01:55:45	03:59:07	530.152671755725	547.595419847328	02:03:22	565.038167938931	0	34.8854961832061	8740
39	M	01:56:20	03:59:08	532.824427480916	547.63358778626	02:02:48	562.442748091603	0	29.6183206106871	8741
30	M	01:48:31	03:59:08	497.022900763359	547.63358778626	02:10:37	598.24427480916	0	101.221374045801	8742
54	M	01:51:26	03:59:09	510.381679389313	547.671755725191	02:07:43	584.961832061069	0	74.5801526717557	8743
46	M	01:56:18	03:59:09	532.671755725191	547.671755725191	02:02:51	562.671755725191	0	30	8744
41	M	01:50:44	03:59:09	507.175572519084	547.671755725191	02:08:25	588.167938931298	0	80.9923664122138	8745
43	M	01:56:30	03:59:10	533.587786259542	547.709923664122	02:02:40	561.832061068702	0	28.2442748091603	8746
37	M	01:47:18	03:59:10	491.450381679389	547.709923664122	02:11:52	603.969465648855	0	112.519083969466	8747
45	M	01:53:04	03:59:10	517.862595419847	547.709923664122	02:06:06	577.557251908397	0	59.6946564885496	8748
44	M	01:59:37	03:59:10	547.862595419847	547.709923664122	01:59:33	547.557251908397	0	-0.30534351145036	8749
31	M	01:36:39	03:59:10	442.671755725191	547.709923664122	02:22:31	652.748091603053	0	210.076335877863	8750
44	M	01:47:02	03:59:11	490.229007633588	547.748091603053	02:12:09	605.267175572519	0	115.038167938931	8751
29	M	01:39:38	03:59:12	456.335877862595	547.786259541985	02:19:34	639.236641221374	0	182.900763358779	8752
28	M	01:58:50	03:59:12	544.274809160305	547.786259541985	02:00:22	551.297709923664	0	7.02290076335873	8753
43	W	01:47:41	03:59:12	493.206106870229	547.786259541985	02:11:31	602.36641221374	0	109.160305343511	8754
41	M	01:46:08	03:59:13	486.106870229008	547.824427480916	02:13:05	609.541984732824	0	123.435114503817	8755
37	M	01:46:08	03:59:13	486.106870229008	547.824427480916	02:13:05	609.541984732824	0	123.435114503817	8756
38	M	01:46:30	03:59:13	487.786259541985	547.824427480916	02:12:43	607.862595419847	0	120.076335877863	8757
36	M	01:49:12	03:59:14	500.152671755725	547.862595419847	02:10:02	595.572519083969	0	95.4198473282443	8758
37	W	01:49:29	03:59:15	501.450381679389	547.900763358779	02:09:46	594.351145038168	0	92.9007633587786	8759
59	M	01:47:00	03:59:16	490.076335877863	547.93893129771	02:12:16	605.801526717557	0	115.725190839695	8760
47	M	01:52:22	03:59:16	514.656488549618	547.93893129771	02:06:54	581.221374045802	0	66.5648854961833	8761
32	W	01:43:31	03:59:16	474.12213740458	547.93893129771	02:15:45	621.75572519084	0	147.63358778626	8762
41	M	01:54:13	03:59:17	523.129770992366	547.977099236641	02:05:04	572.824427480916	0	49.6946564885496	8763
44	M	01:49:35	03:59:17	501.908396946565	547.977099236641	02:09:42	594.045801526718	0	92.1374045801527	8764
28	M	01:50:00	03:59:18	503.81679389313	548.015267175572	02:09:18	592.213740458015	0	88.3969465648855	8765
41	M	01:41:52	03:59:18	466.564885496183	548.015267175572	02:17:26	629.465648854962	0	162.900763358779	8766
44	M	01:50:01	03:59:18	503.893129770992	548.015267175572	02:09:17	592.137404580153	0	88.2442748091602	8767
64	M	01:49:36	03:59:18	501.984732824428	548.015267175572	02:09:42	594.045801526718	0	92.0610687022901	8768
57	M	01:53:09	03:59:18	518.24427480916	548.015267175572	02:06:09	577.786259541985	0	59.5419847328245	8769
36	M	01:52:08	03:59:19	513.587786259542	548.053435114504	02:07:11	582.519083969466	0	68.9312977099237	8770
29	W	01:53:41	03:59:20	520.687022900763	548.091603053435	02:05:39	575.496183206107	0	54.8091603053435	8771
41	M	01:51:15	03:59:21	509.541984732824	548.129770992366	02:08:06	586.717557251908	0	77.1755725190839	8772
50	W	01:48:02	03:59:21	494.809160305344	548.129770992366	02:11:19	601.450381679389	1	106.641221374046	8773
50	M	01:53:17	03:59:21	518.854961832061	548.129770992366	02:06:04	577.404580152672	0	58.5496183206106	8774
30	M	01:52:46	03:59:22	516.488549618321	548.167938931298	02:06:36	579.847328244275	0	63.3587786259543	8775
38	M	01:48:10	03:59:22	495.419847328244	548.167938931298	02:11:12	600.916030534351	0	105.496183206107	8776
47	M	01:56:43	03:59:22	534.580152671756	548.167938931298	02:02:39	561.75572519084	0	27.175572519084	8777
46	W	01:55:33	03:59:23	529.236641221374	548.206106870229	02:03:50	567.175572519084	0	37.9389312977099	8778
72	M	01:52:07	03:59:23	513.511450381679	548.206106870229	02:07:16	582.900763358779	1	69.3893129770992	8779
30	W	01:57:37	03:59:24	538.702290076336	548.24427480916	02:01:47	557.786259541985	0	19.0839694656488	8780
23	M	01:47:18	03:59:24	491.450381679389	548.24427480916	02:12:06	605.038167938931	0	113.587786259542	8781
37	M	01:58:55	03:59:24	544.656488549618	548.24427480916	02:00:29	551.832061068702	0	7.17557251908397	8782
45	W	01:56:59	03:59:24	535.801526717557	548.24427480916	02:02:25	560.687022900763	0	24.8854961832061	8783
28	W	01:44:29	03:59:24	478.549618320611	548.24427480916	02:14:55	617.93893129771	0	139.389312977099	8784
41	M	01:53:42	03:59:25	520.763358778626	548.282442748092	02:05:43	575.801526717557	0	55.0381679389313	8785
37	M	01:59:32	03:59:25	547.480916030534	548.282442748092	01:59:53	549.083969465649	0	1.60305343511459	8786
35	W	01:45:02	03:59:25	481.068702290076	548.282442748092	02:14:23	615.496183206107	0	134.427480916031	8787
44	M	01:50:19	03:59:25	505.267175572519	548.282442748092	02:09:06	591.297709923664	0	86.030534351145	8788
53	M	01:48:43	03:59:26	497.93893129771	548.320610687023	02:10:43	598.702290076336	0	100.763358778626	8789
46	M	01:45:02	03:59:26	481.068702290076	548.320610687023	02:14:24	615.572519083969	0	134.503816793893	8790
40	M	01:51:21	03:59:26	510	548.320610687023	02:08:05	586.641221374046	0	76.6412213740458	8791
24	W	01:47:16	03:59:26	491.297709923664	548.320610687023	02:12:10	605.343511450382	0	114.045801526718	8792
30	M	01:46:41	03:59:27	488.625954198473	548.358778625954	02:12:46	608.091603053435	0	119.465648854962	8793
42	W	01:52:19	03:59:27	514.427480916031	548.358778625954	02:07:08	582.290076335878	0	67.8625954198474	8794
48	W	01:48:48	03:59:27	498.320610687023	548.358778625954	02:10:39	598.396946564886	0	100.076335877863	8795
37	M	01:42:18	03:59:27	468.549618320611	548.358778625954	02:17:09	628.167938931298	0	159.618320610687	8796
58	M	01:45:00	03:59:27	480.916030534351	548.358778625954	02:14:27	615.801526717557	0	134.885496183206	8797
47	W	01:46:24	03:59:27	487.328244274809	548.358778625954	02:13:03	609.389312977099	0	122.06106870229	8798
70	M	01:45:55	03:59:28	485.114503816794	548.396946564886	02:13:33	611.679389312977	1	126.564885496183	8799
42	W	01:50:24	03:59:28	505.648854961832	548.396946564886	02:09:04	591.145038167939	0	85.4961832061069	8800
26	W	01:54:10	03:59:28	522.900763358779	548.396946564886	02:05:18	573.893129770992	0	50.9923664122138	8801
33	M	01:51:32	03:59:28	510.839694656489	548.396946564886	02:07:56	585.954198473282	0	75.1145038167938	8802
20	M	01:43:59	03:59:28	476.259541984733	548.396946564886	02:15:29	620.534351145038	0	144.274809160305	8803
50	M	01:54:14	03:59:28	523.206106870229	548.396946564886	02:05:14	573.587786259542	0	50.3816793893129	8804
40	M	01:47:25	03:59:29	491.984732824428	548.435114503817	02:12:04	604.885496183206	0	112.900763358779	8805
49	M	01:43:50	03:59:29	475.572519083969	548.435114503817	02:15:39	621.297709923664	0	145.725190839695	8806
38	W	01:54:14	03:59:29	523.206106870229	548.435114503817	02:05:15	573.664122137405	0	50.4580152671755	8807
36	M	01:48:16	03:59:30	495.87786259542	548.473282442748	02:11:14	601.068702290076	0	105.190839694656	8808
37	M	01:42:05	03:59:30	467.557251908397	548.473282442748	02:17:25	629.389312977099	0	161.832061068702	8809
56	M	01:43:23	03:59:31	473.511450381679	548.511450381679	02:16:08	623.511450381679	0	150	8810
40	W	01:41:14	03:59:32	463.664122137405	548.549618320611	02:18:18	633.435114503817	0	169.770992366412	8811
42	M	01:55:06	03:59:32	527.175572519084	548.549618320611	02:04:26	569.923664122137	0	42.7480916030535	8812
29	M	01:44:29	03:59:33	478.549618320611	548.587786259542	02:15:04	618.625954198473	0	140.076335877863	8813
31	M	01:46:23	03:59:33	487.251908396947	548.587786259542	02:13:10	609.923664122137	0	122.671755725191	8814
42	M	01:48:54	03:59:33	498.778625954199	548.587786259542	02:10:39	598.396946564886	0	99.618320610687	8815
40	M	01:44:14	03:59:34	477.404580152672	548.625954198473	02:15:20	619.847328244275	0	142.442748091603	8816
25	M	01:55:10	03:59:34	527.480916030534	548.625954198473	02:04:24	569.770992366412	0	42.2900763358779	8817
33	M	01:48:27	03:59:36	496.717557251908	548.702290076336	02:11:09	600.687022900763	0	103.969465648855	8818
59	M	01:47:54	03:59:37	494.198473282443	548.740458015267	02:11:43	603.282442748092	0	109.083969465649	8819
47	M	01:53:26	03:59:37	519.541984732824	548.740458015267	02:06:11	577.93893129771	0	58.3969465648855	8820
55	M	01:50:05	03:59:37	504.198473282443	548.740458015267	02:09:32	593.282442748092	0	89.0839694656489	8821
42	M	01:34:03	03:59:38	430.763358778626	548.778625954198	02:25:35	666.793893129771	0	236.030534351145	8822
55	M	01:46:49	03:59:38	489.236641221374	548.778625954198	02:12:49	608.320610687023	0	119.083969465649	8823
25	M	01:46:36	03:59:39	488.24427480916	548.81679389313	02:13:03	609.389312977099	0	121.145038167939	8824
25	W	01:48:03	03:59:39	494.885496183206	548.81679389313	02:11:36	602.748091603053	0	107.862595419847	8825
29	M	01:46:31	03:59:39	487.862595419847	548.81679389313	02:13:08	609.770992366412	0	121.908396946565	8826
52	M	01:45:30	03:59:39	483.206106870229	548.81679389313	02:14:09	614.427480916031	0	131.221374045801	8827
37	W	01:53:37	03:59:40	520.381679389313	548.854961832061	02:06:03	577.328244274809	0	56.9465648854962	8828
43	W	01:43:57	03:59:40	476.106870229008	548.854961832061	02:15:43	621.603053435114	0	145.496183206107	8829
56	M	01:45:27	03:59:40	482.977099236641	548.854961832061	02:14:13	614.732824427481	0	131.75572519084	8830
41	M	01:44:10	03:59:40	477.099236641221	548.854961832061	02:15:30	620.610687022901	0	143.511450381679	8831
40	M	01:48:11	03:59:41	495.496183206107	548.893129770992	02:11:30	602.290076335878	0	106.793893129771	8832
31	W	01:51:11	03:59:41	509.236641221374	548.893129770992	02:08:30	588.549618320611	0	79.3129770992366	8833
25	M	01:46:10	03:59:41	486.259541984733	548.893129770992	02:13:31	611.526717557252	0	125.267175572519	8834
43	M	01:47:33	03:59:41	492.595419847328	548.893129770992	02:12:08	605.190839694656	0	112.595419847328	8835
55	M	01:45:32	03:59:41	483.358778625954	548.893129770992	02:14:09	614.427480916031	0	131.068702290076	8836
43	M	01:48:49	03:59:42	498.396946564886	548.931297709924	02:10:53	599.465648854962	0	101.068702290076	8837
41	M	01:50:10	03:59:42	504.580152671756	548.931297709924	02:09:32	593.282442748092	0	88.7022900763359	8838
47	M	01:42:37	03:59:42	470	548.931297709924	02:17:05	627.862595419847	0	157.862595419847	8839
46	M	01:54:58	03:59:43	526.564885496183	548.969465648855	02:04:45	571.374045801527	0	44.8091603053434	8840
30	M	01:54:03	03:59:44	522.36641221374	549.007633587786	02:05:41	575.648854961832	0	53.2824427480916	8841
42	M	01:43:40	03:59:45	474.809160305344	549.045801526718	02:16:05	623.282442748092	0	148.473282442748	8842
40	M	01:54:58	03:59:45	526.564885496183	549.045801526718	02:04:47	571.526717557252	0	44.9618320610687	8843
62	M	01:48:53	03:59:45	498.702290076336	549.045801526718	02:10:52	599.389312977099	0	100.687022900763	8844
49	M	01:41:43	03:59:45	465.87786259542	549.045801526718	02:18:02	632.213740458015	0	166.335877862595	8845
33	M	01:50:04	03:59:45	504.12213740458	549.045801526718	02:09:41	593.969465648855	0	89.8473282442749	8846
38	W	01:48:29	03:59:45	496.870229007634	549.045801526718	02:11:16	601.221374045802	0	104.351145038168	8847
31	M	01:43:26	03:59:46	473.740458015267	549.083969465649	02:16:20	624.427480916031	0	150.687022900763	8848
49	M	01:47:11	03:59:46	490.916030534351	549.083969465649	02:12:35	607.251908396947	0	116.335877862595	8849
49	M	01:44:27	03:59:47	478.396946564886	549.12213740458	02:15:20	619.847328244275	0	141.450381679389	8850
48	M	01:51:50	03:59:47	512.213740458015	549.12213740458	02:07:57	586.030534351145	0	73.8167938931298	8851
27	M	01:49:46	03:59:48	502.748091603053	549.160305343511	02:10:02	595.572519083969	0	92.824427480916	8852
44	M	01:56:52	03:59:49	535.267175572519	549.198473282443	02:02:57	563.129770992366	0	27.8625954198473	8853
50	M	01:48:38	03:59:50	497.557251908397	549.236641221374	02:11:12	600.916030534351	0	103.358778625954	8854
57	M	01:37:31	03:59:50	446.641221374046	549.236641221374	02:22:19	651.832061068702	0	205.190839694656	8855
56	M	01:55:17	03:59:51	528.015267175572	549.274809160305	02:04:34	570.534351145038	0	42.5190839694657	8856
51	M	01:49:46	03:59:51	502.748091603053	549.274809160305	02:10:05	595.801526717557	0	93.0534351145038	8857
25	M	01:40:53	03:59:51	462.06106870229	549.274809160305	02:18:58	636.488549618321	0	174.427480916031	8858
36	M	01:43:27	03:59:51	473.81679389313	549.274809160305	02:16:24	624.732824427481	0	150.916030534351	8859
50	M	01:52:40	03:59:51	516.030534351145	549.274809160305	02:07:11	582.519083969466	0	66.4885496183206	8860
33	M	01:50:51	03:59:52	507.709923664122	549.312977099237	02:09:01	590.916030534351	0	83.2061068702291	8861
40	M	01:44:57	03:59:52	480.687022900763	549.312977099237	02:14:55	617.93893129771	0	137.251908396947	8862
44	M	01:39:27	03:59:52	455.496183206107	549.312977099237	02:20:25	643.129770992366	0	187.63358778626	8863
44	M	01:57:35	03:59:53	538.549618320611	549.351145038168	02:02:18	560.152671755725	0	21.6030534351146	8864
60	M	01:46:39	03:59:53	488.473282442748	549.351145038168	02:13:14	610.229007633588	0	121.75572519084	8865
22	M	01:44:06	03:59:53	476.793893129771	549.351145038168	02:15:47	621.908396946565	0	145.114503816794	8866
52	M	01:55:44	03:59:55	530.076335877863	549.427480916031	02:04:11	568.778625954198	0	38.7022900763359	8867
47	M	01:53:22	03:59:55	519.236641221374	549.427480916031	02:06:33	579.618320610687	0	60.381679389313	8868
37	M	01:55:10	03:59:56	527.480916030534	549.465648854962	02:04:46	571.450381679389	0	43.969465648855	8869
49	M	01:48:35	03:59:56	497.328244274809	549.465648854962	02:11:21	601.603053435114	0	104.274809160305	8870
35	M	01:48:56	03:59:56	498.931297709924	549.465648854962	02:11:00	600	0	101.068702290076	8871
48	M	01:46:58	03:59:57	489.923664122137	549.503816793893	02:12:59	609.083969465649	0	119.160305343511	8872
41	W	01:50:16	03:59:57	505.038167938931	549.503816793893	02:09:41	593.969465648855	0	88.9312977099237	8873
46	M	01:49:18	03:59:57	500.610687022901	549.503816793893	02:10:39	598.396946564886	0	97.7862595419847	8874
43	M	01:44:50	03:59:57	480.152671755725	549.503816793893	02:15:07	618.854961832061	0	138.702290076336	8875
34	M	01:52:08	03:59:57	513.587786259542	549.503816793893	02:07:49	585.419847328244	0	71.8320610687023	8876
31	M	01:47:10	03:59:58	490.839694656489	549.541984732824	02:12:48	608.24427480916	0	117.404580152672	8877
44	M	01:50:58	03:59:58	508.24427480916	549.541984732824	02:09:00	590.839694656489	0	82.5954198473282	8878
26	M	01:44:34	03:59:58	478.931297709924	549.541984732824	02:15:24	620.152671755725	0	141.221374045802	8879
49	M	01:56:28	03:59:59	533.435114503817	549.580152671756	02:03:31	565.725190839695	0	32.2900763358778	8880
28	W	01:47:19	03:59:59	491.526717557252	549.580152671756	02:12:40	607.63358778626	0	116.106870229008	8881
40	M	01:47:58	03:59:59	494.503816793893	549.580152671756	02:12:01	604.656488549618	0	110.152671755725	8882
38	M	01:52:22	04:00:00	514.656488549618	549.618320610687	02:07:38	584.580152671756	0	69.9236641221374	8883
39	W	01:47:16	04:00:00	491.297709923664	549.618320610687	02:12:44	607.93893129771	0	116.641221374046	8884
44	M	01:55:58	04:00:00	531.145038167939	549.618320610687	02:04:02	568.091603053435	0	36.9465648854962	8885
45	M	01:40:04	04:00:00	458.320610687023	549.618320610687	02:19:56	640.916030534351	0	182.595419847328	8886
46	M	01:40:25	04:00:01	459.923664122137	549.656488549618	02:19:36	639.389312977099	0	179.465648854962	8887
37	M	01:47:31	04:00:01	492.442748091603	549.656488549618	02:12:30	606.870229007634	0	114.427480916031	8888
63	M	01:56:16	04:00:01	532.519083969466	549.656488549618	02:03:45	566.793893129771	0	34.2748091603054	8889
28	W	01:55:52	04:00:01	530.687022900763	549.656488549618	02:04:09	568.625954198473	0	37.9389312977099	8890
40	W	01:43:56	04:00:01	476.030534351145	549.656488549618	02:16:05	623.282442748092	0	147.251908396947	8891
54	M	01:43:46	04:00:02	475.267175572519	549.69465648855	02:16:16	624.12213740458	0	148.854961832061	8892
49	M	01:52:49	04:00:03	516.717557251908	549.732824427481	02:07:14	582.748091603053	0	66.0305343511451	8893
32	W	01:42:56	04:00:04	471.450381679389	549.770992366412	02:17:08	628.091603053435	0	156.641221374046	8894
51	M	01:48:21	04:00:04	496.259541984733	549.770992366412	02:11:43	603.282442748092	0	107.022900763359	8895
30	W	01:55:27	04:00:06	528.778625954198	549.847328244275	02:04:39	570.916030534351	0	42.1374045801527	8896
44	M	01:47:46	04:00:07	493.587786259542	549.885496183206	02:12:21	606.18320610687	0	112.595419847328	8897
39	M	01:56:55	04:00:07	535.496183206107	549.885496183206	02:03:12	564.274809160305	0	28.7786259541984	8898
